B11	254
A41	3816
A63	191
A73	11
A74	33
A63; A15	17
A41:B11	2
A41:A63	5
A31:A41	4
C20	1
A45	1
A31	80
A35:A41	1
A25	4
A25; A41	8
A35	11
A15	180
A31:A35	1
