A41	7507
A71	23
A63	67
A74	24
A73	48
A72	13
A65	4
A31	43
A64	1
A45	1
B21	35
A51	1
B11	15
B13	3
A44	1
A31; A41	8
A11	21
A11; A63	1
B12	1
